Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,LogSalary
Mechanical Engineering,Doctor,50.0,Male,21.0,Bachelor's,Medium,6.0,3.0,3.0,58560.0,4.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.767601068050335
Mechanical Engineering,Psychologist,37.0,Male,29.0,PhD,Medium,1.0,3.0,61.0,54238.0,8.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,4.73430366675543
Computer Science,Teacher,42.0,Male,21.0,High School,Medium,1.0,10.0,20.0,132510.0,5.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,10.0,1.0,5.122248653978054
Psychology,Doctor,30.0,Male,33.0,Bachelor's,Low,10.0,8.0,33.0,78241.0,7.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,4.893434392542665
Computer Science,Artist,58.0,Male,33.0,PhD,High,4.0,8.0,76.0,154134.0,5.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,5.187898449125088
Education,Teacher,23.0,Male,26.0,High School,Low,5.0,5.0,98.0,55644.0,3.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,9.0,1.0,4.745418341943429
Biology,Economist,54.0,Male,14.0,PhD,High,2.0,1.0,34.0,50833.0,8.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,4.706145741121137
Medicine,Software Developer,32.0,Male,23.0,PhD,High,4.0,5.0,55.0,194685.0,6.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,5.28933249148828
Mechanical Engineering,Economist,22.0,Male,22.0,Master's,Low,2.0,4.0,67.0,66527.0,8.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.822997939606854
Education,Doctor,25.0,Male,18.0,High School,High,5.0,6.0,67.0,196155.0,10.0,0.0,10.0,0.0,0.0,0.0,9.0,1.0,3.0,0.0,5.2925993827930276
Business,Business Analyst,55.0,Male,7.0,High School,Medium,3.0,5.0,47.0,45812.0,2.0,0.0,2.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,4.660979252046847
Psychology,Psychologist,48.0,Male,3.0,Master's,Low,5.0,8.0,51.0,179657.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,5.254444143344996
Mechanical Engineering,Biologist,49.0,Female,38.0,PhD,Low,6.0,9.0,63.0,152871.0,6.0,0.0,5.0,0.0,0.0,1.0,9.0,2.0,2.0,0.0,5.184325106507761
Medicine,Business Analyst,55.0,Female,28.0,PhD,Low,5.0,5.0,99.0,132714.0,4.0,0.0,3.0,1.0,0.0,0.0,8.0,2.0,1.0,0.0,5.1229167390064045
Medicine,Mechanical Engineer,46.0,Male,11.0,Master's,High,5.0,4.0,64.0,187823.0,8.0,0.0,8.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,5.273748773028429
Business,Biologist,53.0,Male,24.0,High School,High,4.0,9.0,40.0,67382.0,5.0,0.0,2.0,1.0,0.0,0.0,7.0,2.0,10.0,1.0,4.828543897355597
Law,Software Developer,28.0,Male,25.0,Bachelor's,Low,6.0,6.0,46.0,138564.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,0.0,5.141650411861878
Arts,Artist,39.0,Male,25.0,High School,Medium,10.0,10.0,94.0,96819.0,7.0,0.0,5.0,1.0,0.0,1.0,7.0,2.0,2.0,0.0,4.985960592695237
Biology,Mechanical Engineer,43.0,Male,1.0,High School,Low,9.0,3.0,34.0,42341.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,4.62676111087171
Mechanical Engineering,Teacher,24.0,Male,8.0,Master's,High,2.0,3.0,63.0,84277.0,1.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,4.925709067673667
Medicine,Psychologist,57.0,Male,11.0,Bachelor's,High,8.0,8.0,80.0,164766.0,7.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,5.216867598527436
Biology,Software Developer,23.0,Female,0.0,PhD,Medium,9.0,5.0,79.0,65496.0,9.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,7.0,0.0,4.816214777381503
Biology,Business Analyst,32.0,Female,9.0,Master's,Medium,5.0,1.0,84.0,122454.0,3.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,5.087972976063874
Law,Psychologist,22.0,Female,15.0,Master's,High,9.0,2.0,89.0,90409.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,4.956211665605698
Computer Science,Economist,37.0,Female,25.0,Bachelor's,High,10.0,10.0,3.0,188495.0,4.0,0.0,3.0,1.0,0.0,1.0,8.0,0.0,3.0,0.0,5.275299834641497
Education,Software Developer,38.0,Female,19.0,Bachelor's,High,8.0,10.0,38.0,73177.0,8.0,0.0,5.0,0.0,0.0,0.0,6.0,2.0,7.0,0.0,4.864374600967039
Business,Software Developer,55.0,Female,17.0,PhD,Low,5.0,9.0,85.0,170851.0,3.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,2.0,0.0,5.232617525090947
Computer Science,Business Analyst,57.0,Female,15.0,Bachelor's,High,2.0,4.0,41.0,57620.0,3.0,0.0,10.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,4.760573253944394
Computer Science,Business Analyst,47.0,Male,9.0,Bachelor's,Medium,2.0,8.0,39.0,62456.0,6.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,4.795574166356631
Biology,Economist,59.0,Male,21.0,High School,Low,5.0,1.0,49.0,100021.0,7.0,0.0,5.0,0.0,0.0,1.0,9.0,1.0,5.0,0.0,5.000091192266347
Business,Teacher,44.0,Female,5.0,Master's,Medium,7.0,9.0,30.0,67550.0,2.0,1.0,9.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,4.8296253533580495
Computer Science,Economist,44.0,Female,15.0,Bachelor's,Medium,7.0,7.0,62.0,131035.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,5.1173873130347936
Psychology,Doctor,34.0,Male,25.0,Bachelor's,Low,4.0,8.0,40.0,84636.0,2.0,0.0,5.0,1.0,0.0,0.0,9.0,1.0,8.0,1.0,4.927555129892227
Medicine,Doctor,26.0,Male,13.0,High School,Medium,5.0,5.0,22.0,176245.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.2461168050778415
Medicine,Biologist,28.0,Female,3.0,High School,Medium,9.0,3.0,32.0,68110.0,10.0,1.0,2.0,1.0,0.0,1.0,9.0,2.0,6.0,1.0,4.833210880282609
Business,Doctor,42.0,Male,4.0,PhD,High,7.0,6.0,83.0,38772.0,4.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,4.588518204065269
Psychology,Teacher,31.0,Female,12.0,High School,Low,10.0,5.0,27.0,169076.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,5.228081964739685
Biology,Mechanical Engineer,51.0,Male,12.0,Bachelor's,Low,8.0,10.0,47.0,45556.0,10.0,0.0,9.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,4.658545584279078
Psychology,Biologist,36.0,Female,23.0,PhD,Medium,2.0,10.0,69.0,152677.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,5.183773617767459
Mechanical Engineering,Lawyer,52.0,Male,20.0,Master's,Low,4.0,9.0,69.0,87157.0,3.0,0.0,3.0,0.0,0.0,1.0,8.0,2.0,2.0,1.0,4.9403022731360755
Arts,Artist,30.0,Male,38.0,Master's,Low,7.0,3.0,12.0,61766.0,6.0,0.0,10.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,4.790749477099768
Arts,Biologist,36.0,Male,39.0,Master's,High,8.0,6.0,15.0,157598.0,6.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,10.0,1.0,5.197550701767272
Economics,Artist,50.0,Male,3.0,Master's,Medium,8.0,7.0,69.0,130974.0,10.0,0.0,10.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,5.117185091249476
Arts,Software Developer,55.0,Male,20.0,Bachelor's,Medium,4.0,10.0,70.0,156076.0,7.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,5.19333612619561
Medicine,Business Analyst,27.0,Male,2.0,High School,High,6.0,9.0,70.0,134363.0,10.0,0.0,10.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,5.1282796920206275
Medicine,Software Developer,32.0,Female,0.0,Bachelor's,High,3.0,9.0,89.0,158549.0,6.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,7.0,1.0,5.200163507190282
Arts,Business Analyst,48.0,Male,28.0,High School,Medium,7.0,9.0,43.0,45785.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,4.660723218522802
Business,Economist,27.0,Male,1.0,Bachelor's,Low,6.0,4.0,94.0,139344.0,8.0,1.0,5.0,0.0,0.0,1.0,5.0,2.0,10.0,1.0,5.144088273207261
Business,Biologist,40.0,Male,32.0,PhD,Low,1.0,1.0,51.0,87540.0,9.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,5.0,1.0,4.942206542277095
Psychology,Teacher,56.0,Female,5.0,Master's,Low,8.0,6.0,64.0,131075.0,4.0,0.0,3.0,1.0,0.0,1.0,9.0,2.0,4.0,0.0,5.117519866385761
Psychology,Biologist,50.0,Male,37.0,PhD,Medium,1.0,8.0,83.0,112991.0,8.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,7.0,1.0,5.053043852279884
Business,Psychologist,45.0,Male,19.0,Master's,Low,9.0,6.0,63.0,162983.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,5.212142307525292
Business,Biologist,47.0,Male,18.0,High School,Low,3.0,8.0,90.0,137216.0,1.0,0.0,9.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,5.13740475500462
Law,Doctor,58.0,Female,14.0,High School,High,8.0,10.0,10.0,83829.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,4.92339428547075
Mechanical Engineering,Mechanical Engineer,31.0,Male,23.0,PhD,Medium,2.0,4.0,92.0,147464.0,9.0,0.0,8.0,1.0,0.0,0.0,8.0,2.0,7.0,1.0,5.1686860100795355
Arts,Doctor,48.0,Male,23.0,Master's,High,1.0,4.0,46.0,43193.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.635413369321829
Education,Doctor,43.0,Female,10.0,Master's,High,8.0,8.0,37.0,96558.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,4.9847882616671795
Education,Teacher,58.0,Male,36.0,PhD,Low,2.0,10.0,78.0,126549.0,2.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,10.0,1.0,5.102258717679198
Business,Mechanical Engineer,54.0,Male,21.0,Master's,Medium,1.0,7.0,80.0,143238.0,5.0,0.0,7.0,0.0,1.0,0.0,7.0,2.0,4.0,1.0,5.1560582484259605
Medicine,Software Developer,44.0,Male,10.0,PhD,High,1.0,7.0,90.0,145706.0,9.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,5.163477435869094
Medicine,Artist,51.0,Male,38.0,High School,Low,3.0,5.0,70.0,117824.0,1.0,0.0,7.0,0.0,0.0,1.0,6.0,1.0,5.0,1.0,5.071233762487902
Education,Economist,29.0,Female,35.0,PhD,Low,8.0,8.0,20.0,91126.0,7.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,4.959642307220121
Mechanical Engineering,Doctor,30.0,Male,7.0,Master's,Medium,8.0,1.0,6.0,62813.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,4.798049536157326
Mechanical Engineering,Biologist,48.0,Male,8.0,PhD,Medium,6.0,9.0,46.0,125110.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,5.097292024091896
Arts,Software Developer,37.0,Female,9.0,High School,Low,10.0,9.0,85.0,94531.0,9.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,4.975574252119673
Psychology,Psychologist,59.0,Male,36.0,Master's,Low,8.0,6.0,6.0,171214.0,7.0,0.0,9.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,5.233539273624762
Education,Business Analyst,51.0,Male,12.0,High School,Medium,7.0,5.0,64.0,185346.0,6.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,5.267983217845093
Computer Science,Lawyer,58.0,Female,34.0,Bachelor's,High,5.0,9.0,95.0,138814.0,9.0,0.0,9.0,1.0,0.0,1.0,3.0,0.0,10.0,0.0,5.142433268828727
Law,Doctor,21.0,Male,26.0,PhD,Medium,3.0,8.0,48.0,58179.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,4.76476625217721
Medicine,Lawyer,47.0,Male,5.0,Bachelor's,High,9.0,9.0,85.0,60144.0,2.0,0.0,6.0,1.0,0.0,1.0,3.0,1.0,8.0,0.0,4.779192308369737
Arts,Teacher,40.0,Female,11.0,Bachelor's,High,6.0,2.0,79.0,170347.0,9.0,0.0,4.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,5.231334489562727
Medicine,Lawyer,54.0,Female,39.0,Bachelor's,Medium,6.0,7.0,10.0,90376.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,4.956053115747447
Education,Biologist,56.0,Male,29.0,Master's,Low,8.0,4.0,62.0,90063.0,7.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,4.954546409224138
Education,Economist,59.0,Male,33.0,High School,Low,6.0,3.0,22.0,115914.0,5.0,0.0,5.0,0.0,0.0,1.0,6.0,2.0,10.0,0.0,5.064135892870893
Education,Teacher,45.0,Female,26.0,Master's,High,2.0,9.0,75.0,194326.0,9.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,10.0,1.0,5.288530911259112
Education,Teacher,46.0,Female,32.0,Master's,High,2.0,9.0,43.0,85933.0,9.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,4.9341599736766035
Law,Economist,49.0,Female,29.0,PhD,High,9.0,5.0,19.0,75644.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.878774485958254
Psychology,Psychologist,47.0,Male,18.0,High School,High,1.0,7.0,7.0,36535.0,7.0,0.0,6.0,1.0,0.0,0.0,8.0,1.0,8.0,1.0,4.562709111681236
Law,Doctor,54.0,Male,34.0,PhD,Low,2.0,3.0,40.0,75164.0,9.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,7.0,1.0,4.876009883877971
Medicine,Artist,48.0,Male,9.0,Master's,Medium,8.0,9.0,22.0,190958.0,4.0,0.0,8.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,5.280937857436107
Law,Artist,24.0,Female,28.0,PhD,Medium,1.0,4.0,63.0,99639.0,9.0,1.0,5.0,0.0,0.0,1.0,7.0,2.0,9.0,1.0,4.998429360206688
Psychology,Biologist,48.0,Male,17.0,High School,Medium,8.0,9.0,53.0,77685.0,4.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.890337170073575
Business,Biologist,45.0,Female,34.0,PhD,Medium,5.0,3.0,54.0,161907.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,5.209265625749386
Medicine,Biologist,49.0,Male,25.0,PhD,Low,6.0,6.0,7.0,92095.0,8.0,0.0,9.0,0.0,0.0,0.0,9.0,2.0,8.0,0.0,4.964236052223397
Psychology,Economist,56.0,Male,27.0,Bachelor's,Low,6.0,8.0,30.0,128124.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,5.107630488771133
Medicine,Business Analyst,41.0,Female,17.0,Master's,Medium,9.0,3.0,92.0,124056.0,8.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,5.0,0.0,5.093617773879297
Business,Biologist,23.0,Male,31.0,Bachelor's,Low,10.0,8.0,30.0,77308.0,5.0,0.0,5.0,1.0,0.0,0.0,8.0,1.0,10.0,0.0,4.888224437981482
Business,Business Analyst,46.0,Male,27.0,Bachelor's,Medium,7.0,7.0,88.0,60656.0,9.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,4.78287376708236
Law,Biologist,21.0,Male,22.0,Master's,Medium,6.0,5.0,12.0,175420.0,10.0,0.0,8.0,0.0,1.0,0.0,4.0,1.0,6.0,0.0,5.244079106672388
Biology,Economist,36.0,Female,20.0,Bachelor's,Low,1.0,3.0,13.0,198492.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,5.297743007694251
Biology,Biologist,21.0,Female,6.0,Bachelor's,Medium,4.0,8.0,1.0,126872.0,4.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,5.103365786103795
Medicine,Artist,41.0,Male,16.0,High School,Medium,5.0,6.0,38.0,83032.0,10.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,4.919245498943398
Medicine,Artist,47.0,Female,24.0,High School,Medium,8.0,10.0,45.0,100117.0,10.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,6.0,0.0,5.000507827522623
Psychology,Doctor,43.0,Female,27.0,PhD,Medium,5.0,8.0,22.0,170521.0,8.0,0.0,4.0,1.0,0.0,1.0,9.0,0.0,9.0,0.0,5.231777870850584
Computer Science,Psychologist,24.0,Male,36.0,Master's,Medium,5.0,1.0,69.0,74194.0,10.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,4.870368785706904
Psychology,Psychologist,28.0,Male,15.0,Bachelor's,Low,2.0,6.0,33.0,131360.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,5.118463139775366
Medicine,Psychologist,24.0,Male,7.0,Bachelor's,Low,7.0,1.0,66.0,145277.0,2.0,1.0,7.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,5.162196862999022
Arts,Doctor,29.0,Male,12.0,Bachelor's,High,8.0,1.0,56.0,88541.0,2.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,4.947144422680433
Psychology,Lawyer,43.0,Female,12.0,High School,Medium,2.0,5.0,94.0,122027.0,7.0,0.0,10.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,5.086455934393265
Computer Science,Doctor,52.0,Female,34.0,Master's,High,9.0,7.0,9.0,180474.0,9.0,0.0,7.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,5.256414644081803
Business,Teacher,24.0,Female,31.0,PhD,High,4.0,9.0,20.0,64664.0,10.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,4.810662565790494
Arts,Mechanical Engineer,20.0,Female,16.0,Bachelor's,Low,2.0,2.0,24.0,161302.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,2.0,7.0,1.0,5.207639752284058
Mechanical Engineering,Mechanical Engineer,45.0,Male,14.0,High School,Low,7.0,1.0,68.0,185741.0,4.0,0.0,10.0,1.0,0.0,0.0,4.0,1.0,10.0,0.0,5.26890777939072
Economics,Biologist,45.0,Male,7.0,Bachelor's,Medium,1.0,10.0,65.0,162514.0,8.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,7.0,1.0,5.210890779843193
Biology,Software Developer,58.0,Male,33.0,Bachelor's,High,9.0,4.0,36.0,119348.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0768151456197605
Business,Business Analyst,46.0,Male,24.0,Bachelor's,Medium,1.0,7.0,82.0,132640.0,9.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,5.122674513206198
Education,Doctor,26.0,Male,4.0,PhD,Medium,7.0,8.0,47.0,152063.0,9.0,0.0,2.0,0.0,1.0,0.0,6.0,1.0,8.0,0.0,5.182023554285639
Mechanical Engineering,Biologist,30.0,Male,22.0,Master's,Low,3.0,2.0,57.0,123107.0,9.0,0.0,8.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,5.090282748097369
Education,Psychologist,44.0,Male,14.0,PhD,Low,4.0,6.0,45.0,149517.0,7.0,0.0,7.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,5.174690574509643
Psychology,Doctor,49.0,Female,26.0,PhD,Medium,6.0,4.0,16.0,30592.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,4.485607870596006
Biology,Software Developer,34.0,Female,0.0,Bachelor's,Medium,8.0,1.0,40.0,77703.0,2.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,4.890437786603928
Law,Software Developer,56.0,Female,38.0,Master's,Medium,10.0,7.0,83.0,192974.0,6.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,5.285498799074221
Medicine,Teacher,38.0,Female,17.0,Master's,High,5.0,6.0,81.0,198660.0,7.0,0.0,9.0,0.0,0.0,1.0,8.0,1.0,6.0,0.0,5.298110431135712
Law,Biologist,27.0,Male,29.0,Bachelor's,Medium,8.0,1.0,69.0,47163.0,5.0,0.0,2.0,1.0,1.0,0.0,9.0,1.0,6.0,1.0,4.673601422419811
Arts,Software Developer,23.0,Male,9.0,High School,High,1.0,3.0,62.0,136845.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,5.136228933919476
Computer Science,Doctor,21.0,Male,30.0,Master's,High,5.0,9.0,33.0,114805.0,7.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,5.05996080291494
Arts,Biologist,46.0,Male,4.0,Bachelor's,High,10.0,3.0,27.0,58721.0,5.0,1.0,8.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,4.768793442868231
Business,Software Developer,51.0,Male,14.0,Bachelor's,Low,4.0,3.0,40.0,76962.0,7.0,0.0,10.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,4.886276345122243
Psychology,Artist,24.0,Female,28.0,High School,Low,3.0,6.0,40.0,87396.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,9.0,1.0,4.941491556001895
Arts,Mechanical Engineer,43.0,Male,8.0,PhD,Low,5.0,1.0,56.0,192721.0,3.0,0.0,5.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,5.284929040484243
Medicine,Doctor,45.0,Male,30.0,PhD,Low,5.0,10.0,27.0,153660.0,8.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,5.186560828852073
Economics,Biologist,28.0,Female,0.0,Master's,High,3.0,6.0,95.0,149812.0,4.0,0.0,9.0,0.0,0.0,1.0,5.0,1.0,8.0,1.0,5.1755466019152125
Biology,Lawyer,56.0,Female,1.0,PhD,High,3.0,2.0,15.0,57309.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.758222830403816
Business,Doctor,35.0,Male,1.0,PhD,Medium,9.0,2.0,61.0,143722.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,5.157523252109847
Computer Science,Software Developer,36.0,Male,17.0,PhD,High,3.0,8.0,30.0,123384.0,9.0,0.0,8.0,1.0,0.0,1.0,4.0,2.0,9.0,1.0,5.09125884557864
Arts,Mechanical Engineer,35.0,Male,32.0,Bachelor's,High,5.0,10.0,21.0,55815.0,9.0,0.0,7.0,0.0,0.0,0.0,10.0,1.0,6.0,0.0,4.746750929077216
Psychology,Mechanical Engineer,44.0,Female,9.0,PhD,Low,10.0,1.0,98.0,100573.0,8.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,5.0024814049261215
Medicine,Doctor,59.0,Male,0.0,Master's,Low,8.0,1.0,92.0,85678.0,1.0,0.0,9.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,4.9328693201125295
Mechanical Engineering,Psychologist,31.0,Male,18.0,Master's,High,1.0,2.0,38.0,37124.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,10.0,1.0,4.569654763999853
Business,Psychologist,45.0,Female,38.0,Bachelor's,Medium,10.0,1.0,42.0,103098.0,4.0,1.0,3.0,0.0,0.0,1.0,8.0,1.0,2.0,1.0,5.013250240478583
Business,Mechanical Engineer,22.0,Male,22.0,High School,Medium,6.0,4.0,2.0,50942.0,2.0,1.0,3.0,1.0,0.0,1.0,10.0,0.0,9.0,1.0,4.7070759915092815
Psychology,Business Analyst,45.0,Male,31.0,Master's,Medium,6.0,6.0,40.0,47592.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,6.0,1.0,4.677533955916909
Medicine,Psychologist,36.0,Female,31.0,PhD,High,2.0,6.0,90.0,149339.0,8.0,0.0,7.0,0.0,0.0,1.0,8.0,1.0,4.0,1.0,5.174173238890349
Computer Science,Economist,32.0,Female,19.0,PhD,Low,7.0,10.0,94.0,128028.0,9.0,1.0,5.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,5.107304961176465
Economics,Lawyer,58.0,Male,3.0,High School,Low,5.0,6.0,66.0,30978.0,5.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,6.0,1.0,4.491053375430867
Education,Artist,34.0,Female,33.0,High School,High,10.0,6.0,33.0,198802.0,4.0,1.0,10.0,1.0,0.0,1.0,2.0,1.0,10.0,1.0,5.298420749199095
Computer Science,Mechanical Engineer,33.0,Female,0.0,Master's,Medium,10.0,8.0,16.0,194754.0,8.0,0.0,5.0,0.0,0.0,1.0,3.0,2.0,6.0,0.0,5.289486386293705
Economics,Psychologist,42.0,Female,23.0,Master's,Medium,1.0,10.0,80.0,186857.0,2.0,0.0,10.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,5.271509371944444
Medicine,Software Developer,22.0,Female,35.0,PhD,Medium,1.0,5.0,71.0,190799.0,9.0,0.0,9.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,5.280576094185582
Education,Doctor,34.0,Male,12.0,Master's,Medium,10.0,4.0,67.0,44683.0,3.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,8.0,1.0,4.6501423237924335
Biology,Doctor,39.0,Female,28.0,Master's,Low,4.0,1.0,8.0,42672.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,2.0,5.0,1.0,4.630142998345801
Medicine,Artist,49.0,Male,17.0,High School,High,3.0,10.0,65.0,84811.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,4.928452183972317
Law,Teacher,20.0,Female,11.0,High School,High,2.0,8.0,95.0,78339.0,3.0,0.0,5.0,0.0,0.0,1.0,7.0,1.0,5.0,1.0,4.8939780234633945
Economics,Biologist,26.0,Female,10.0,Bachelor's,Medium,7.0,3.0,87.0,151154.0,4.0,0.0,8.0,1.0,0.0,0.0,8.0,2.0,4.0,0.0,5.1794196444343905
Business,Software Developer,22.0,Male,15.0,PhD,High,8.0,6.0,69.0,120611.0,3.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.08138691826389
Law,Software Developer,56.0,Female,23.0,PhD,Low,5.0,8.0,80.0,158814.0,8.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,5.200888784330038
Law,Business Analyst,51.0,Male,21.0,Master's,Medium,7.0,1.0,2.0,174806.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,5.242556335175793
